Species,Habitat2,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12,Comp13,Comp14,Comp15,Comp16,Comp17,Comp18,Comp19,Comp20,Comp21,Comp22,Comp23,Comp24,Comp25,Comp26,Comp27,Comp28,Comp29,Comp30,Comp31,Comp32
Osteolepis panderi,Calm freshwater lake,0.0254054252046098,-0.113901361610834,0.0675192675836172,-0.0414837904824729,-0.0694261988769762,0.00563667294362318,-0.0394105477007958,0.00288964180819102,-0.00667437108868126,0.0169804163672513,-0.0117340902486247,0.00752039130291399,0.00774050063649579,0.0144682338723902,0.0069602273235384,-0.0144817011180281,-0.00760077593808055,0.00509719700639338,-0.00178759402549306,0.00239060949972153,0.00268725685445348,-0.00561222278153165,-0.0063709388204416,-0.00438686688764231,-0.00633608466438558,0.00188039758868939,0.00215828270534465,-0.0024955193791246,-0.0041150573687632,-0.00463523354680586,0.000507488063058704,0.00074860276450237
Pentlandia macroptera,Calm freshwater lake,0.090915323547425,-0.00311623634228914,0.0187751372372498,0.119012467590329,-0.0429972686536635,-0.0393119513821667,0.0646770508524525,0.0201363789983835,-0.00132001200502374,0.0336077595839422,-0.030123632204725,0.00639255660093843,0.00280843985427609,-0.00254430397148277,-0.00921580479287205,0.00614919098333693,0.00777301570182189,0.00809766717982457,-0.0083114568730311,0.00666321603670455,-0.00745500927216516,-0.0050992567677169,-0.00198969689166762,-0.00553119470402134,0.00500286462583929,0.00403144907940298,0.000769983996112488,-0.00227461833502868,0.00119786727213222,0.00150590260700689,0.000383133928727913,0.00128465149915694
Polyosteorhynchus simplex,Bay,-0.171969180436371,0.0291256207879299,0.0189534022111956,-0.0972944253159014,0.00914927934039259,0.0289109243959162,0.0635335572563996,0.0404169123130079,0.0160177173825962,-0.00881744938884791,0.0116880283434145,0.0148143127623773,-0.00546385118587124,0.0116648139036149,0.0193056278391204,-0.0131141134853744,-0.00162791152853833,0.000272578451228944,-0.0112034126392953,0.00854328439949897,0.00283545647499977,0.0102753680003562,-0.00345186035250192,-0.000851172051872364,0.00446325366205821,-0.000662435144871037,-0.002007531066683,-0.000285265707720343,0.00174593559960681,0.000251884368919022,0.000238340406468614,-0.000251213614610029
Porolepis brevis,Alluvial plain,0.147026316353562,0.159748038292515,-0.0318365559537824,0.00477470751436964,-0.0281131147272828,0.0189166225925143,-0.0194040536067092,0.0193036287043267,0.012706847288921,0.0149326521702368,-0.00387887006398743,-0.0317911671070325,0.00727030397030321,-0.0101783051699254,-0.0151652044738678,-0.00771366588748314,-0.00273773276198807,-0.00249281572376804,-0.0137739354876454,-0.00705435005112646,0.00815094390452752,0.00559696848202484,-0.000935427601136019,-0.00376115321778445,-0.00312221641831145,0.00251176216628157,-0.00462133958471945,-0.000489448056306896,-0.00101575559030055,0.000375137476431214,0.00181334651710649,-0.0011567094657137
Quebecius quebecensis,Estuary,-0.00848978403279487,-0.0112389641457783,0.0536286606442861,0.0358000056364323,0.053045469948269,0.0552552994348304,-0.0638378014918946,-0.0399798972784006,0.0156274286784525,-0.0142176034017431,-0.0201609893564945,-0.00762534075018179,-0.00963965647584866,-0.00258107143879945,0.0102680632415301,-0.00412911780138437,0.0072766730776324,0.00602913756694861,0.00427517559145906,0.00901713193321743,0.00462357502488069,0.001700001074622,0.00460735075240537,-0.00906271144692678,0.00546145610204795,0.00433031794989935,0.00080130432532432,0.00268153606157264,-0.00244504297348457,0.00256019168456303,0.000200058534744899,-0.000377257916225489
Rhabdoderma elegans,Oxbow lake/meandering river,-0.21268586697193,0.00714787599232146,0.0264372966310448,-0.0948832837834966,-0.0247405922539477,-0.00146547156950742,0.0320734705665191,-0.00759096900626802,0.000589111675720606,0.0279232295964892,0.00223833624885971,-0.0122729674917064,-0.00619341960823507,-0.00225472868046535,-0.012711944974004,-0.00508063416635129,0.00855544449072827,-0.00133145848776584,0.00423881391186911,0.00376328354747746,0.0133032423659938,-0.00927049073021398,0.000201631922522615,0.0104726691719875,0.00303857802599078,0.000727986066214707,0.00167307734591318,0.0011131481255385,-0.00284062625655523,0.00225678482228464,3.26135686833424e-05,0.0014476367593222
Rhabdoderma exiguum,Delta,-0.20709259948688,-0.000175199028229107,0.0325952321155333,-0.0296216320853473,-0.00127869118582155,0.0285224615603188,0.0239579041752917,-0.0364535141020246,0.0180840543184962,0.0427377063407523,0.0263367357099366,0.00237304945836548,-0.00878013407101391,0.0116874386605727,0.0044759196520869,0.0227883612063048,0.0119628694474966,0.00182749748010307,-0.000483313694003387,-0.0106373956158299,-0.000656059859076773,-0.000233833043743698,-0.00184294912752103,-0.00754436451912681,-0.00516967482396945,0.000726736386864885,-0.00268622688145937,0.00252615140661501,0.000661061508336569,-0.000192257980901514,-0.0011001493477967,-8.42745293133007e-05
Rhynchodipterus elginensis,Dynamic freshwater lake,0.0999217289048761,0.104274556189052,0.0057181016966475,0.0750617980104628,-0.0956698948855615,0.0906209150775428,0.0110927370863509,-0.0363493205367339,-0.0137877542357745,0.0348353067372579,0.0285356865353915,0.00302332127425122,0.00894431781246682,-0.0115204501222671,0.00846381061983189,-0.010395120141467,-0.0102221074558283,-0.000628476180937138,0.0128116174015711,0.00256679767888904,-0.00549468682497839,0.00239278803024138,-0.00110363790016278,0.00268813599770744,0.00213284798367979,-0.0015886873712285,0.00101150156058289,8.13021070869336e-05,0.00152854557331328,0.00033105312958626,0.000613764967570637,0.000273583744803865
Scaumenacia curta,Estuary,-0.00139727245882289,-0.131356639459091,0.18741163572646,0.11744428075186,0.00644397132108695,-0.00474991528589492,0.000457639280167703,0.0105756196812308,-0.0120380601127923,-0.0196192965261808,0.0301275843245015,-0.00792409651094185,-0.0179414515457476,-0.0106580638984896,-0.00699734460875521,-0.011355161326215,0.00860012681940894,-0.004522612035665,-0.00466827094665577,-0.0068859519692059,0.00215463624229119,2.05955394211021e-05,-0.000675599318765493,-0.000228518399721081,0.00120113510617566,-0.00447160547754498,0.00120928964418504,-0.00288961349736095,0.00167962392094027,-0.00056555150927476,-0.000349756530193221,-0.00104880720317419
Serenichthys kowiensis,Estuary,-0.193235438362434,0.0151259013605815,0.0231812883417673,-0.0818564351894425,0.00240341685232432,-0.0508836968286299,0.0112096069906886,-0.031069225516477,-0.0453134245509498,0.00152977450516295,-0.0312417390796249,0.000706324848642373,-0.0128405854448769,-0.028508983862951,0.00857007097188933,0.00570705454195968,-0.00957078213122622,-0.00864620873936412,-0.000638131593283129,-0.00770768306332708,-0.00379967739178947,0.00613188187814898,-0.00482608424269552,-0.000658951440280656,0.00257345309770824,0.00190855923264925,0.00180571717292928,0.000492354318243824,-0.00173886916586751,-0.00155171356386565,0.000395968613834668,1.20823000420646e-05
Strunius walteri,Lagoon,-0.150689597320059,-0.0127168727826088,0.000190692388310419,0.0147448422676358,-0.0263003232812297,-0.0526250215216204,-0.0154736946400741,-0.0470978875208872,0.104596831635004,-0.0133755820484293,-0.00451620142344247,-0.0152144080617255,0.00641192993361644,-0.000847671923246347,0.00236647091550118,-0.00244176075539988,-0.0073764168481548,-0.00921842218656064,-0.00501054353408387,0.00174229389884838,-0.00674971713827062,-0.0023582750054339,-0.0017818358034846,0.00328256307469528,0.00104211838400166,-0.00197389920064995,0.000626770928839358,-0.000588310611010251,0.00144874820543964,-0.000482904010836172,-0.000279242458059207,0.000356490931095615
Thursius macrolepidotus,Calm freshwater lake,0.0926865559358947,-0.01192959042854,0.0568697536151545,-0.0428056519939894,-0.0102858467092834,-0.0349223319243813,-0.0659672285777015,0.0170081743280622,0.00287481623028018,0.0129945030718697,0.00057295003844613,0.018179760713428,-0.00544542800566499,-0.00108206237806956,-0.00193778574696322,0.0120436758667378,0.0116306890939907,-0.00522643052133237,0.00528306687486814,0.00773215018822949,-0.00250729921347383,0.00375475129937626,-0.000737998774488379,0.00498488459156136,-0.0015900708319277,-0.000811276806331056,-0.00402690134951618,-3.59154194460341e-05,0.00266397624732439,-8.5217911755043e-05,0.00564422555959005,0.00044977832964627
Tristichopterus alatus,Calm freshwater lake,0.0919167812500453,-0.0208372347652833,-0.0716271483058619,-0.00782910875545634,0.0875814614176576,-0.0113467335734468,0.00648131657256034,-0.0383964121805552,-0.0468593084177369,-0.0191815050453428,0.0149835503332884,-0.0106158863579023,0.0114748133016514,0.00170018814748353,0.00530215938610343,-0.0104169994038811,0.0065410583355536,-0.0106361076565417,-0.00405209250374373,0.00497039710778213,-0.00422269982455531,-0.00975679038273451,-0.00889624978861017,-0.00187868357761474,-0.00115886628434871,-0.000990635349496925,-0.00576906130952648,0.00107022424882223,0.000655495205463998,0.00178796414658047,0.000139677653739969,0.000868383851389513
